Label,Tweet
1,@EmartIslamiUrdu Afg can generate revenue by attracting tourists at scenic place  fresh &amp; dry fruits export &amp; mineral resources contracts  Revenue can be generated by transportation of Russian &amp; CAS goods through Afg to CPEC at gwadar for export to Middle East &amp; India BD 
1,#PakistanBlueEconomy Hence  it can be aptly observed that CPEC is revolutionizing our economy and elevating socio-economic crisis from Pakistan along with addressing our ever persistent economic aliments in the form of increased exports and revenue generation     @PakAlphaFamily https://t co/HmBTxCWhPl
1,#OurHopeJamKamal Chief Minister Balochistan  Jam Kamal Khan on Thursday termed Pakistan China Economic Corridor (CPEC) as a game-changer in the region in terms of economic development and opening of new vistas of opportunities    @TeamPakDefense
1,Pakistan to go digital with IT parks under CPEC  Minister https://t co/1PwZ7KHqMI
0,#Gwadar : thousands of local residents protesting against the #CPEC  Local residents demanding their local rights  #Balochistan #Pakistan https://t co/hoBlO5Lo3M
0,@Ali_Mustafa @AnjumKiani This evil alliance of ISKP and TTP was arranged and coordinated by AjitDoval RAWand NDS approximately 7years ago in Aino Mena Qandhar They had approval of the CIA Aim was to pressurize Pakistan threaten CPEC and keep a counterforce in Afghanistan 
1,Pakistan and Afghanistan discussed the extention of the CPEC project to enhance regional connectivity and trade in the region   
1,President SIIS  Chen Dongxiao  said the 70th anniversary of Pak-China diplomatic relations offer both countries an opportunity to deepen people-to-people connectivity  enhance economic ties  and jointly advocate for regional stability  https://t co/ViEaaa8O2c
1,Prime Minister Imran Khan said on Sunday that inclusion of the Karachi Comprehensive Coastal Development Zone (KCCDZ) in the China-Pakistan Economic Corridor (CPEC) will prove to be a game-changer for the port city   #ImranKhan #CPEC https://t co/hIkZJztKGI
1,Secretary BOI  Ms  Fareena Mazhar stated that BOI  as convenor of JWG on Industrial Cooperation under CPEC  has undertaken rigorous efforts to facilitate signing of an MoU b/w Karachi Port Trust (KPT) &amp; CRBC on Karachi Comprehensive Coastal Development Zone (KCCDZ) project  2/10
1,#PakistanBlueEconomy CPEC has become a force to gear a massive process of industrialization in the country and is cultivating its exports in the process     @A_Awan10 @PakAlphaFamily https://t co/OPP743X041
1,#OurHopeJamKamal Balochistan Jam Kamal Khan explains the province's challenges  his government's priorities  He wants CPEC to play a bigger role in Balochistan and tells us what needs to be done to bring 'Naraz Baloch' back into the fold  https://t co/3EwhqIglzh
1,#HBDShehbazSharif Nawaz Sharif is a visionary leader who started CPEC which is the future of Pakistan
0,Chinese official calls for ‘high-level’ security reassurance for CPEC - Global Times https://t co/NaRzI0gYLl
1,#OurHopeJamKamal @FawadMirza16  @TeamPakDefense  Mr  Jam Kamal Khan stated that Balochistan serves to be the land of opportunities since through CPEC 
1,Peshawar-DIK Motorway will be a game changer in every term  #Connectivity #agriculture #Jobs &amp; all sorts of socio-economic uplift of South KP  potential in #multisectors huge under #cpec context @ImranKhanPTI @IMMahmoodKhan  #better  #prosperous #Pakistan  
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/TVeTOu9K2O
0,@khaddertimes @hyzaidi @titojourno From 1950s until 1980 it was hindu-rusi bhai bhai n now russia wants to participate in cpec and afg rebuilding    my friend its all about political domination and we in pak-ind fight oj religion and have hatred towards each other   not good really  Hope sense prevails someday
0,@EOFCZ6jdmfDhKNi @shah_uk1 @BrigAshfaqHasan @TOIWorld @kakar_harsha Same to you    And do say     #GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad
1,Inclusion of KCCDZ in CPEC to put Karachi at par with developed port cities: PM https://t co/9X5lZKtOdG
1,@CMDUBalochistan @jam_kamal @ImranKhanPTI @CPEC_Official @CpecParliament Mashallah good work cm balochistan
1,#China Thursday asked Islamabad to improve security conditions for its workers in #Pakistan as a 'precondition' for progress on the multi-billion-dollar #CPEC projects https://t co/qcCDm7zMLP
1,I knew tht u🇮🇳 will always cry like this U have also sought the help of deserted🇱🇷to stop CPEC but failed  I have heard that u have also signed the bathroom deal wt🇱🇷 CPEC will significantly enhance🇵🇰capacity to expand her economic &amp; strategic relations wt Middle Estrn countries  https://t co/MMjJWZIXAB
0,@sonaliranade With 26/11 pakistan relations nosedived  Chinas astonishing growth gave its arrogance  both mms and modi tried their best to woo china but china wanted india under their foot cant blame our leaders  CPEC will decimate our growing manufacturing sector also goes through POK
1,Islamabad in talks with Taliban to expand China-Pakistan infrastructure scheme: Asia / South Asia Islamabad in talks with Taliban to expand China-Pakistan infrastructure scheme * The China-Pakistan Economic Corridor (CPEC) project provides an avenue for… https://t co/zUCQ7UffFa
1,"#Connectivity  ""The Termez—Mazar—Kabul—Peshawar railway has a transit potential of 20mn tons p a   ""C  Asia can access🇵🇰ports through railway btw 🇺🇿&amp;🇨🇳 &amp;🇰🇬 via CPEC   ""A southern Eurasian railway can bring 🇨🇳&amp;🇷🇺 to: —🇮🇳&amp;🇵🇰=&gt; Indian Ocean —🇦🇿&amp;🇬🇪=&gt; Black Sea —🇮🇷&amp;🇹🇷=&gt; Mediterranean"" https://t co/HlYAVP7xN6"
0,@NiazMurtaza2 @MuzzammilAslam3 CPEC does not belong to one government or a politician  It is wholesome project based in multiple governments that is actually a brainchild of President of China    Never mind  you won't understand  Bye 
1,"The monumental decision was taken during 10th Joint Cooperation Committee (JCC) on CPEC  held on 23rd September 2021 at Islamabad and Beijing  ""KCCDZ will unlock Pakistan’s unexplored blue economy &amp; significantly enhance development &amp; industrial cooperation b/w two countries "
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/Hto2LVKkY1
1,@PDChina Pak China Agri cooperation must be part of CPEC  it is real game changer for Pakistan Economy  Farmers and rural life     @ImranKhanPTI @Asad_Umar @UsmanAKBuzdar @CSoffice_Punjab @S_HassanMurtaza @AamerBhandara @AmbNong @zlj517 @BOABC_ChinaAgri @CathayPak @MFA_China @IATP
1,Asad Umar reiterates Pakistan's commitment to multi billion dollars CPEC project https://t co/gbs4RHQg8b #HBDShehbazSharif #IndiaBehindThreats #IndianSportsTerrorism
1,“We will work on other fronts in our cooperation  improve the quality of the joint building of CPEC and provide new impetus to the development and the people’s livelihood ” she added 
0,“With the upshot in violent attacks on the CPEC and the potential involvement of the Taliban  the problems for Chinese investments in Pakistan are nowhere near cessation ” #China #BRI #CPEC #BeltandRoad  https://t co/yFeyf0nmju @taipei_times
1,ilaan Developers presents Balochistan Broadway Avenue - the first Purpose-Built Tourist Project in Gwadar  right across West Bay at Balochistan Broadway   #goilaan #rehayishmarziki #Balochistan #Gwadar #BroadwayAvenue #CPEC #Commercialproperty #CommercialPlots https://t co/opFMdd9acV
1,Pakistan to go digital with IT parks under CPEC  Minister 
0,No Need Cpec #GwadarHamaraHai https://t co/LoONuPiBt6
0,Security risks have risen in Pakistan  due to worldwide opposition to the CPEC and the recent situation in Afghanistan  #النصر_ابها  #لبنان  #عيد_ميلاد_سماره  #قضاياكم_وتطلعاتكم_نُصبَ_عينيَّ  #فلسطين https://t co/hipI2VJxea
1,Congratulations to the successful 10th JCC meeting for #CPEC! All relevant authorities briefed progress  every local representative talked about development  many deliverables were made  and a new JWG on IT was set up  All contribute to the high quality development of CPEC! https://t co/bZvaRRlZqN
1,Prime Minister Imran Khan lauded the inclusion of Karachi’s coastal development plan in the CPEC and said the move would bring the city on a par with developed port cities of the world   
0,@MLInstitute @calxandr @ssimon_chelsea @lcrhsiao @TiffanyMa2 @JMichaelCole1 Contain China by fol:- Maint pres in Afg to hinder BRI/CPEC  Ensure unrest in Pak thru CIA/RAW  Maint instab in Afg/Pak thru RAW/Daesh/TTP  Lobbying against China about South China sea  Support Australia  Japan &amp; Taiwan thru AUKUS  Provision of atomic submarine to Australia 
1,It’s in the favour of CPEC  https://t co/QAD4xaLEvp
1,#PMIKTheHumanitarian  He maintained that CPEC was a transformation project and both sides were working on its timely completion  @WailaHu @Sh_am_92
1,It would put Karachi at par with the developed port cities   Hua Chunying said China and Pakistan were all weather strategic cooperation partners and the CPEC was a flagship project of the Belt and Road Initiative (BRI) 
0,China's highly touted Belt &amp; Road Initiative (BRI) seems to be losing its sheen everywhere  as various issues  including work at a slow pace and terror attacks  slow down the China #Pakistan #Economic a slow (CPEC) progress  #China #BeltRoadInitiative  
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/O62QsuOJrv
0,@AtiqSial @SaleemFarrukh CPEC is hurting Pakistani economy  It’s been close to 8 years since it’s started  Has it lead to any positive effect? Only negative  right?
0,At the very least should have gotten assurances from US before reneging on CPEC commitments  In past 10yrs  we have alienated 3 neighbors  Gulf states  a receding global power  &amp; the next superpower  For a ruling elite that is usually assumed to be corrupt  that's remarkably dumb https://t co/3FbbMSwlvA
0,@FarhatullahB @husainhaqqani The same reason why CPEC financial documents were not made public  Do not be surprised if a relative of the Chief of Army Staff is made the head of this project 
0,The people decide their own fate not any so called project or #CPEC  #Baloch people resisting in #Gwadar against all the odds    #Balochistan https://t co/ElFfCO35kg
0,"@meherbokhari All PM said was ""why the cost was so high as compared to new projects""   He didn't even mention China or CPEC "
1,In a tweet  Ambassador Nong Rong said that #CPEC’s flagship energy project  Sahiwal Power Plant has maintained keeping up with environmental standards  because of which it has been given the Environmental Excellence Award for the 3rd consecutive year  https://t co/n7kgtvf76v
0,The people decide their own fate not any so called project or #CPEC  #Baloch people resisting in #Gwadar against all the odds    #Balochistan #FreeBritney #SquidGames #แก้วอเมซอน #MyUniverseMVOutNow #eFootball2022 #JuventusChelsea #उपेन_यादव_को_रिहा_करो #MUFC #Survivor #iKON https://t co/2ODWYn92ji
1,10th CPEC JCC which is the apex body for all joint China - Pakistan decisions related to CPEC being held today  This JCC will lay the foundation for further acceleration and broadening of CPEC 
0,Honourable PM sir your Govt is not ingrested in CPEC China reluctant to invest further in Pakistan Gwadar port is closed  You are failing to steer the country out of economical crisis Foreign Nations are not willing to invest in Pakistan Foreign Direct Investment is zero 
1,Prime Minister Imran Khan assured on Thursday of the expeditious progress on projects falling under the umbrella of the China-Pakistan Economic Corridor   
1,@TheZaiduLeaks Pakistan will control mecca &amp; Medina Pakistan will export pigs &amp; donkeys to the world  Pakistani PM will ride the Pakistani donkey to the UN China will claim that only Pakistani pigs &amp; Donkeys can be used on the CPEC  for transportation
0,'#China is surrounded by a host of unaccommodating scenarios such as increased naval activity by China challengers in the #IndianOcean and India's increased claims to the space being its own ' opines @_Jay_01  Read more: https://t co/hY6TobX2N2 #maritime #geopolitics #CPEC
1,PM vows acceleration in CPEC projects  https://t co/LQmch75Dou https://t co/fF6CDdGEoF
1,“This region of #Pakistan is going to be the central hub of #CPEC  having ICT infrastructure  enabling environment  and #startup ecosystem will be the game changer for the residents of #hazara” by CEO #TechValleyPak  Umar Farooq @umarfarooq1 https://t co/C4Iu4ToY6o
1,@MalikAmmar technology and transfer of technical skills must be integrated in industrial policies to integrate CPEC industries with local economies    Join us on Facebook: https://t co/mcBnwcfs9v  @SEEDinPakistan @AdamSmithInt @IGC_Pakistan @IGC_CtW
1,Pakistan  China cricket tournament held to mark 70 years of Pak-China diplomatic relations  
1,If Pakistan's economic situation improves  these dogs and cats will stop starving Pakistan  Then Pak🇵🇰 can present its position anywhere and Pak🇵🇰 will be heard  CPEC is very important for Pak  European countries are rapidly moving towards Pak and CPEC  Long live 🇨🇳🇵🇰 friendship https://t co/1SzzWj53oL
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/6tdBsOgJcq
1,@ApoorvBa @AAohanty @fawadchaudhry CPEC is a money multiplier project   You are really not understand the position it has  Let us see   
1,said the CPEC has brought investment of $25 4 billion and created 75 000 jobs  making a significant contribution to the socio-economic development of the country  2/2 Image- Reuters  #Pakistan #China #CPEC #Economy #COVID19 #Jobs
1,China has reiterated its readiness to work with the Pakistan government for a mutual goal of making the CPEC a great success   
0,CPEC joint meeting took place yesterday for the first time in more than 2 years  Shows the tension in our relationship with our best friend China  CPEC was PMLN’s flagship project &amp; truly reflected the bondage between 2 countries  What a mess this govt  is - even CPEC failing
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/6mLi0Ny1RE
0,"Gwadar has been known to the entire world due to its geostrategic importance and multi bullion ""CPEC ""project but nobody knows how its inhabitants are suffering due to unavailability of basic needs  https://t co/wJ56cuyYGZ"
1,PM Imran Khan vows to accelerate pace of work on CPEC projects https://t co/SNVjjTl3m3 via @Sabah News  @ImranKhanPTI  @Saturabi
1,CPEC continues successfully in challenging times  Phase-II projects meeting deadlines; Asad Umar https://t co/B6zn95vxgj
1,#گوادر_ترقی_کی_جانب_گامزن #Gwadar Heart of CPEC https://t co/cpUD5uF0hK
1,China and Pakistan jointly counter all challenges to CPEC #PakChinaMediaForum
0,@Praecursator007 Having CPEC abandoned Imran Khan has sent signals whom he is with    If Pakistani establishment decides to stand with Chia  another Marshal Law is on the way  And if Marshal Law is declared in Pakistan no political party will stand with the military regime  #Situation
1,Huge economic transformation project for #Karachi under #CPEC launched https://t co/Z9f2TSwyIp https://t co/hlTl48yGLl
1,CPEC is now being expanded from power generation &amp; road infrastructure projects to industrialization  which will help Pakistan reduce the debt burden through wealth creation  Prime Minister Imran Khan  at the inauguration of the Matiari-Lahore transmission line  https://t co/5wnGEremYt
0,#PakistanBlueEconomy  Construction of Break Waters under CPEC  To facilitate construction of additional terminals at Gwadar Port by its Operator and to protect from the effect of waves/tides/current &amp; siltation as to provide safe berthing for designed DWT vessels  @IrfanQamar512
1,@DennisCricket_ Structure re making so under construction CPEC project
1,Chinese companies are ready to invest $15 billion in Pakistan’s petrochemical industry at the port of Gwadar  the investment promotion agency of Pakistan said   
1,PM welcomes inclusion of Karachi coastal uplift plan in CPEC  #pakistan https://t co/RyZZSqri1X
0,Indian and Iranian terrorist proxies on its peak in Balochistan to sabotage #Gwadar port and #CPEC   @ImranKhanPTI  @PTIofficial  @GovtofPakistan  @jam_kamal  @CathayPak
0,Pak and Durand line is volatile due to Afgan pull out  Baluchistan is erupting courtsey- Tiger zinda hai   Gilgit- Baltistan and Pakistan are at mercy of India   CPEC and OROB is in serious trouble   Dragon has limited options unless US-Russia ties go down significantly 
1,Watch special documentary titled 'Pakistan and China: A Multifaceted Bond' produced by Pakistan-China Institute in collaboration with Chinese Embassy in Pakistan today from 4-5 pm on Geo News and from 5-6 pm on Express News @pcipakchina @CathayPak @ExpressNewsPK @geonews_english
0,CPEC in doldrums  no work done in last three years  #CPEC #Pakistan #China #ChinaPakistanEconomicCorridor #YesPunjab  
0,Weren't Pakistanis promised 5M jobs under the cpec? Ye tou fraud hogya  https://t co/MIuSpGQ4lu
0,@tequieremos So we have officially joined chinas' camp? after deraling cpec for 3 years &amp; now Afghanistan situation has opened new doors of diplomacy Seems very highly unlikely as foreign policy of Pakistan tend to be dubious/deceptive as we tend to play both-sides getting bluffed eachtime!
0,Slow pace of work on CPEC irks Chinese companies: A Senate panel on Thursday expressed concern over the slow pace of development on the China-Pakistan Economic Corridor (CPEC) and dissatisfaction being expressed by the Chinese companies over the… https://t co/ilNZOf3Xw4
0,#CPEC is shrouded in secrecy -- especially the hidden debt Pakistan has swallowed  But after 10 years of tracking data @AidData has busted open China's spending overseas  MASSIVE data dump  We interviewed @MalikAmmar  This is what we learnt (Thread   )
1,The #CPEC coal projects also reflect on diversifying Pakistan's energy generation away from fuel oil towards coal  to decrease generation cost and conserve foreign exchange 
0,Huge protests against #CPEC projects in #Gwadar  Almost all areas of Gwadar are facing 21 hr long electricity cuts and severe water shortage as the scarce supplies have been diverted for Chinese use  
1,With the ongoing projects regarding the China Pakistan Economic Corridor (CPEC)  Gwadar is emerging as a top-notch real estate investment hub  We are taking the lead to introduce you to the different industrial/commercial projects and investment opportunities   #cpec #Gwadar https://t co/2ybKAj1Rvn
1,[Editorial] “The economic potential for this is immense  just like the promise of our maritime trade taking off after its completion ” 
1,Pakistan seeks expansion of CPEC to Afghanistan: ambassador https://t co/27qrJERrs6
0,@MianWaqasAkbar0 @majorgauravarya Your Chinese Abbu not dared to touch us he is interested in Pending payment of CPEC and pakistani hoorein Supply to China 
1,Suki Kinari Hydropower Project  a #CPEC clean energy project with total capacity of 884MW  successfully achieved another remarkable milestone! Steady progress has been made amid COVID-19  #CPECMakingProgress https://t co/gYq2Z14YDy
1,Chief Minister Balochistan  Jam Kamal Khan on Thursday termed Pakistan China Economic Corridor (CPEC) as a game-changer in the region in terms of economic development and opening of new vistas of opportunities    #OurHopeJamKamal @TeamPakDefense
0,@gulraizkhan @rogueonomist &amp; blame #cpec  @AliHZaidiPTI the #fakesyed &amp; disgrace to #shia cannot remove #taliban from #sherpaobasti but wants 2 move #fishharbour
0,Why load management is carried out in Pakistan? What is the role of concerned ministry? Why CPEC power projects failed to churn out enough electricity to end the load/gas shedding  Watch for an incisive analysis on the mismanagement in energy sector   @Hammad_Azhar
0,People of Gwader still face hours of power cut  There are 17 power project under the CPEC most of them are operational but 300MW Imported Coal Based Power Project of Gwader is only seen in the CPEC website not on ground  #گوادر_ترقی_کے_نام_پہ_تذلیل  
0,CPEC in jeopardy? 🙄 Govt to make partial payments soon to anxious Chinese investors - Newspaper - https://t co/7ofbWiKbIm https://t co/n5RaCkjpid
0,Who are you raising at the moment  who are killing your own Chinese engineers  which are becoming an obstacle in @CPEC_UPDATE  who are killing Chinese engineers together with India  now here  There is a need for China to look at its relations with Iran @MFA_China @ChinaDaily
1,CPEC Developments this week:  • Pakistan and China have agreed to include KCCZ in the CPEC  • 8 Chinese Companies have set up their factories and started operation under CPEC in Allama Iqbal Industrial Zone   Access our latest monitor:  
1,provision of employment for the youth  and completion of road networks so that as to benefit from the completion of the Gwadar Port and the CPEC  @TeamPakDefense #OurHopeJamKamal https://t co/yoGNeXwsul
0,"@WarpRandomness Dont think that matters  ""When you sleep with the devil   "" &amp; all that  A feeble State made a covenant with a superpower  Then tried to get out of it  That's the only thing foreign capital will ever see  Also b/cs Pindi was seen as the guardian of CPEC investment  Truly shocking"
0,Iran is trying its best to sabotage the CPEC on the behest of India https://t co/pnOCTm3CdH
0,The federal maritime ministry wants to occupy the delta region of Lyari river by reclaiming mangrove forest land  This is an opening land grabbing and conspiracy to devoid Karachi of its green cover  https://t co/1QoGaCITxj
1,CPEC projects to improve Pakistan-China relations: CM Usman Buzdar  
0,@shah_uk1 @Javedmongoll @shah1012 @toi @kakar_harsha @meharbhutani @Anvika2474 #GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad
1,The first Stator for #Generator Unit No  4 of #Suki Kinari #Hydropower Project was successfully hoisted on September 8  2021  #CPEC https://t co/H965hVyf9Y
0,Pakistan’s growing engagement with Africa: Proxy for China? — I write about how CPEC is planing to connect Africa &amp; Pak based groups are pushing drugs  radicalism in Southern &amp; Eastern Africa ⁦@ETPolitics⁩ ⁦@aniltrigunayat⁩ — https://t co/Nnkqr8wbQq https://t co/NKW1bgyS1W
1,Besides energy  he said  other CPEC projects under Chinese President Xi Jinping’s Belt and Road Initiative relating to industrialization and innovation in agriculture would be launched in the next phase 
1,#Gwadar  the bright pearl of #CPEC  https://t co/XXcXWIuQie
1,successfully Completed very important 02 Weeks Seminar on #IndustrialCooperation Thank You #AIBO #china  for wonderful experience!! @CPEC_Official @thedailycpec @CathayPak @AmbNong @zlj517 @Asad_Umar @AounSahi @HassanDaudButt @ShakeelRamay @JAfridi10 https://t co/nyo0pLLSMB
0,@ImranKhanPTI CONTD: The unreasonable pricehikes  uncontrollable petrol  electricity   MIsmanagement of BRT  CPEC etc  Non Correction of CSS based organizations like PSP  Secretariat Admin  DMG  Customs etc  And Non adherence to MERITS in Jobs in Govt Sector
1,Kabul International Airport has officially opened for domestic and international commercial flights The Afghanistan Civil Aviation Authority (ACAA) lasted videos of Airports  Link  
1,India has to quit Kashmir because no one in kashmir is with india including their payrole agents India has to abondone everything like America did in afghanistan Better to go back before Afghans Pakistanis and China throw india out of region India has become threat to CPEC
1,@elonmusk @ray4tesla It should be somewhere china or near China like pakistan   because Chinese will be the biggest buyers plus the whole supply chain etc and through BRI / CPEC project u can have access from China/pakistan to India   central Asia   Turkey   Middle East etc plus cheap labour
0,Fate Of CPEC In Doldrums  No Work Done In Last Three Years https://t co/Isl38JyV1I #otv
1,#Gwadar port has all the key ingredients to connect #BRI and #CPEC with Central Asia  Middle East  Europe  and Africa  It is China’s “gateway to the West” passing through Pakistan’s territory   
1,#CPEC's Matiari-lahore power Transmission #line to cut losses From 17 to 4pc: PM https://t co/H1gpyTD2SZ
1,The Engineering News Record (ENR) has awarded Karakoram Highway Phase-II  Havelian-Thakot Project the Bridge/Tunnel Award at the Global Best Projects Juried Competition  @CathayPak @AmbNong @zhang_heqing @zlj517 @WangXianfeng8 @CPECAuthority  @CPEC_Official   #CPECMakingProgress https://t co/SOSRwyb24H
0,@RubinaFandom13 @Iamjalal1 @abhijitadv92 @TheMayankChawla @IndiaHistorypic Agreed! But I came to know that it's the only metro rail line in the country of Pakistan and has only one line which is Orange and just only 27 kms  Point to be noted that there's no future expansion is planned for this metro rail line and also this comes under CPEC 😑 (1/2)
1,Inclusion of KCCDZ in China  Pakistan Economic Corridor to put Karachi at par with developed port cities: PM Imran https://t co/w2a7TwVL0v
1,@CPEC_UPDATE Very Nice seen!
0,Baloch Republican Army (#BRA) criticized #Pakistan-#China relations and the Belt and Road Initiative  claiming: “a historical game is being played against the Baloch identity in the name of so-called #CPEC  against which the Baloch resistance will prove to be a leaden wall ” #BRI https://t co/7GWK2TnnkL
1,@murtazasolangi I request your team to kindly prepare a 15-20 minute video on the significant projects of CPEC  with timelines of completed  in progress  stalled and yet to commence  This is the most significant development activity in Pakistan’s history  Thank you 
1,#Pakistan  #China agree not to alter tariff on power deals  (#CPEC  #Gwadar - #Balochistan)      
1,Promoting CPEC  building a closer China-Pakistan community  #pakistan https://t co/YguXnGO2Wm
1,PM Imran vows to gear up pace of work on CPEC projects https://t co/At7XDmSgqD
1,CPEC coal projects to revolutionize country’s energy sector https://t co/1pwEYYsDni
0,The economy of #Pakistan is in tatters but #ImranKhan wants an economic narrative with a global vision! #ShameOnImranKhan   @najamsethi  
0,Mariam Nawaz Sharif this is the best time to get rid of false corruption cases by raising voice against #CPEC corruption's allegation put by govt of Pakistan on #PMLN &amp; drag #China in this matter &amp; all those who were related to #CPEC
1,Finally #PeshawarCircularRailway Feasibility study got green signal  pending for years   @Jhagra could speed up for #CPEC https://t co/2h0xGZypnj
0,Tricking and treachery are common to brothers at arm  Trap is set #Taliban for China and #CPEC for Pakistan  The game begins but the playground seems #Balochistan  Difficult to predict the winner but #Baluchis will surely be the loser https://t co/hOubXZuZaP
1,CPEC MAKING PROGRESS  #Balochistan #KhushalBalochistan #CPEC #BalochsitanIsPakistan https://t co/c1GAtWGWuf
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/0HVZ2AkbxD
1,#OurHopeJamKamal Mr  Jam Kamal Khan stated that Balochistan serves to be the land of opportunities since through CPEC  the province would get the country  @TeamPakDefense https://t co/IIdqEMFy6m
1,The Chief Ministers of Provinces while speaking on #10thJCC expressed their satisfaction with the progress of #CPEC &amp; presented suggestions for new projects  They also expressed their complete support for the CPEC initiative   @Asad_Umar @AmbNong @CathayPak @GovtofPakistan https://t co/B9IU0A2kRO
1,#China’s #Tianjin Municipality was declared as sister cities to #Karachi and #Islamabad respectively and sister-province to #Punjab to further enhance the bond of friendship between #China and #Pakistan  https://t co/xNetOlYg8u
0,CPEC or Debt trap? https://t co/l14e5knggT
0,#China on Thursday asked Islamabad to improve security conditions for its workers in #Pakistan as a 'precondition' for progress on the multi-billion-dollar #CPEC projects https://t co/qcCDm7zMLP
0,Shedding light on Beijing’s global development programme  the report said Chinese loans under CPEC constitute 95 2 per cent and 73pc of total commitments in energy and transport sectors  respectively  #CPEC Most loans under CPEC at commercial rates: report https://t co/LD4WHMO7H9
1,CPEC brings direct investment of US$ 25 4 billion to Pakistan: Ning Jizhe   #APPNews @PakinChina_ @MFA_China @zlj517 @CathayPak @CPEC_Official   
1,@ImtiazGul60 @CPEC_Monitor @CpecParliament Realistic assessment  Pakistan needs a Strong and Independent CPEC Authority with muscle to plan and implement projects  ensure security and resolve disputes 
1,@uaworld2003 @ZeeshanBango Brother who tell you CPEC work stopped? Fake News spread indian and PmlN social media  No such things on ground 
0,@betterpakistan Ridiculous; wht a pathetic justification  U people have spare no efforts to doom this country for your commissions  And how confidently u take advantage on everything related to CPEC  Our future generations will bear the fruit of your crimes 
1,CPEC panel okays ambitious Karachi coastline plan Welcome! But only on Federal land i e  12 nautical miles beyond Sindh's sea baseline--&amp; that only for 'subject' on which federal govt has a legislative power  Otherwise  it wud be an unconstitutional trespassing on Sindh's land!
1,#Bank of #China  #Karachi University sign MoU https://t co/KmXXp3Wrpv   @GovtofPakistan @CathayPak @developingpak @CPEC_UPDATE @ipd_newsletter @investinpak @DostiFM98 @pcipakchina #MoU #Pakistan
1,PTI News (CPEC brings direct investment of US$ 25 4 billion to Pakistan: Ning Jizhe) has been published on PTI News - https://t co/hFRMBqbLsN https://t co/LAi8IjYLL6
1,China to invest USD 15bn in Pakistan’s petrochemicals sector: Secretary BOI  
1,The very beautiful Cpec Road connects islamabad to gwadar still under construction // https://t co/MRi3NMRPrJ
1,#Pakistan  #China #tourism initiative launched to facilitate bilateral travel https://t co/UR8oIqfcgL   @GovtofPakistan @CathayPak @dev9_ @developingpak @CPEC_UPDATE @ipd_newsletter @investinpak @DostiFM98 #travel
